genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.38	b0039	VBIEscCol129921_0038	caiA	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	1.3.99.-	With other acceptors.	00930	Caprolactam degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.49	b0048	VBIEscCol129921_0049	folA	Dihydrofolate reductase (EC 1.5.1.3)	1.5.1.3	Dihydrofolate reductase	00670	One carbon pool by folate
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.49	b0048	VBIEscCol129921_0049	folA	Dihydrofolate reductase (EC 1.5.1.3)	1.5.1.3	Dihydrofolate reductase	00790	Folate biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.50	b0049	VBIEscCol129921_0050	apaH	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	00230	Purine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.53	b0052	VBIEscCol129921_0053	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	00750	Vitamin B6 metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.62	b0060	VBIEscCol129921_0062	polB	DNA polymerase II (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00230	Purine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.62	b0060	VBIEscCol129921_0062	polB	DNA polymerase II (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00240	Pyrimidine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.63	b0061	VBIEscCol129921_0063	araD	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	00040	Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.63	b0061	VBIEscCol129921_0063	araD	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	00053	Ascorbate and aldarate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.64	b0062	VBIEscCol129921_0064	araA	L-arabinose isomerase (EC 5.3.1.4)	5.3.1.4	L-arabinose isomerase	00040	Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.65	b0063	VBIEscCol129921_0065	araB	Ribulokinase (EC 2.7.1.16)	2.7.1.16	Ribulokinase	00040	Pentose and glucuronate interconversions
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.74	b0071	VBIEscCol129921_0074	leuD	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	4.2.1.33	3-isopropylmalate dehydratase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.75	b0072	VBIEscCol129921_0075	leuC	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	4.2.1.33	3-isopropylmalate dehydratase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.76	b0073	VBIEscCol129921_0076	leuB	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	1.1.1.85	3-isopropylmalate dehydrogenase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.77	b0074	VBIEscCol129921_0077	leuA	2-isopropylmalate synthase (EC 2.3.3.13)	2.3.3.13	2-isopropylmalate synthase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.77	b0074	VBIEscCol129921_0077	leuA	2-isopropylmalate synthase (EC 2.3.3.13)	2.3.3.13	2-isopropylmalate synthase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.80	b0077	VBIEscCol129921_0080	ilvI	Acetolactate synthase large subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.80	b0077	VBIEscCol129921_0080	ilvI	Acetolactate synthase large subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00650	Butanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.80	b0077	VBIEscCol129921_0080	ilvI	Acetolactate synthase large subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00660	C5-Branched dibasic acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.80	b0077	VBIEscCol129921_0080	ilvI	Acetolactate synthase large subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.81	b0078	VBIEscCol129921_0081	ilvH	Acetolactate synthase small subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00290	Valine, leucine and isoleucine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.81	b0078	VBIEscCol129921_0081	ilvH	Acetolactate synthase small subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00650	Butanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.81	b0078	VBIEscCol129921_0081	ilvH	Acetolactate synthase small subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00660	C5-Branched dibasic acid metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.81	b0078	VBIEscCol129921_0081	ilvH	Acetolactate synthase small subunit (EC 2.2.1.6)	2.2.1.6	Acetolactate synthase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.88	b0084	VBIEscCol129921_0088	ftsI	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	2.4.1.129	Peptidoglycan glycosyltransferase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.89	b0085	VBIEscCol129921_0089	murE	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	00300	Lysine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.89	b0085	VBIEscCol129921_0089	murE	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.90	b0086	VBIEscCol129921_0090	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	00300	Lysine biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.90	b0086	VBIEscCol129921_0090	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.91	b0087	VBIEscCol129921_0091	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.92	b0088	VBIEscCol129921_0092	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	00471	D-Glutamine and D-glutamate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.92	b0088	VBIEscCol129921_0092	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.93	b0089	VBIEscCol129921_0093	ftsW	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	2.4.1.129	Peptidoglycan glycosyltransferase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.94	b0090	VBIEscCol129921_0094	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	2.4.1.227	Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.95	b0091	VBIEscCol129921_0095	murC	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	00471	D-Glutamine and D-glutamate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.95	b0091	VBIEscCol129921_0095	murC	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.96	b0092	VBIEscCol129921_0096	ddlB	D-alanine--D-alanine ligase (EC 6.3.2.4)	6.3.2.4	D-alanine--D-alanine ligase	00473	D-Alanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.96	b0092	VBIEscCol129921_0096	ddlB	D-alanine--D-alanine ligase (EC 6.3.2.4)	6.3.2.4	D-alanine--D-alanine ligase	00550	Peptidoglycan biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.100	b0096	VBIEscCol129921_0100	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase	00540	Lipopolysaccharide biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.103	b0099	VBIEscCol129921_0103	mutT	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides	00230	Purine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.103	b0099	VBIEscCol129921_0103	mutT	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	3.6.1.-	In phosphorous-containing anhydrides	00790	Folate biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.106	b0103	VBIEscCol129921_0106	coaE	Dephospho-CoA kinase (EC 2.7.1.24)	2.7.1.24	Dephospho-CoA kinase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.107	b0104	VBIEscCol129921_0107	guaC	GMP reductase (EC 1.7.1.7)	1.7.1.7	GMP reductase	00230	Purine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.111	b0109	VBIEscCol129921_0111	nadC	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)	00760	Nicotinate and nicotinamide metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.116	b0114	VBIEscCol129921_0116	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00010	Glycolysis / Gluconeogenesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.116	b0114	VBIEscCol129921_0116	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.116	b0114	VBIEscCol129921_0116	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.116	b0114	VBIEscCol129921_0116	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00650	Butanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.117	b0115	VBIEscCol129921_0117	aceF	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00010	Glycolysis / Gluconeogenesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.117	b0115	VBIEscCol129921_0117	aceF	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.117	b0115	VBIEscCol129921_0117	aceF	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.118	b0116	VBIEscCol129921_0118	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00010	Glycolysis / Gluconeogenesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.118	b0116	VBIEscCol129921_0118	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.118	b0116	VBIEscCol129921_0118	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00260	Glycine, serine and threonine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.118	b0116	VBIEscCol129921_0118	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00280	Valine, leucine and isoleucine degradation
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.118	b0116	VBIEscCol129921_0118	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00620	Pyruvate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.120	b0118	VBIEscCol129921_0120	acnB	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	4.2.1.3	Aconitate hydratase	00020	Citrate cycle (TCA cycle)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.120	b0118	VBIEscCol129921_0120	acnB	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	4.2.1.3	Aconitate hydratase	00630	Glyoxylate and dicarboxylate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.120	b0118	VBIEscCol129921_0120	acnB	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	4.2.1.3	Aconitate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.120	b0118	VBIEscCol129921_0120	acnB	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	4.2.1.99	2-methylisocitrate dehydratase	00640	Propanoate metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.122	b0120	VBIEscCol129921_0122	speD	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A	4.1.1.50	Adenosylmethionine decarboxylase	00270	Cysteine and methionine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.122	b0120	VBIEscCol129921_0122	speD	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A	4.1.1.50	Adenosylmethionine decarboxylase	00330	Arginine and proline metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.123	b0121	VBIEscCol129921_0123	speE	Spermidine synthase (EC 2.5.1.16)	2.5.1.16	Spermidine synthase	00270	Cysteine and methionine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.123	b0121	VBIEscCol129921_0123	speE	Spermidine synthase (EC 2.5.1.16)	2.5.1.16	Spermidine synthase	00330	Arginine and proline metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.123	b0121	VBIEscCol129921_0123	speE	Spermidine synthase (EC 2.5.1.16)	2.5.1.16	Spermidine synthase	00410	beta-Alanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.123	b0121	VBIEscCol129921_0123	speE	Spermidine synthase (EC 2.5.1.16)	2.5.1.16	Spermidine synthase	00480	Glutathione metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.127	b0124	VBIEscCol129921_0127	gcd	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	1.1.5.2	Quinoprotein glucose dehydrogenase	00030	Pentose phosphate pathway
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.128	b0125	VBIEscCol129921_0128	hpt	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	2.4.2.8	Hypoxanthine phosphoribosyltransferase	00230	Purine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.128	b0125	VBIEscCol129921_0128	hpt	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	2.4.2.8	Hypoxanthine phosphoribosyltransferase	00983	Drug metabolism - other enzymes
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.129	b0126	VBIEscCol129921_0129	can	Carbonic anhydrase, beta class (EC 4.2.1.1)	4.2.1.1	Carbonate dehydratase	00910	Nitrogen metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.134	b0131	VBIEscCol129921_0134	panD	Aspartate 1-decarboxylase (EC 4.1.1.11)	4.1.1.11	Aspartate 1-decarboxylase	00410	beta-Alanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.134	b0131	VBIEscCol129921_0134	panD	Aspartate 1-decarboxylase (EC 4.1.1.11)	4.1.1.11	Aspartate 1-decarboxylase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.137	b0133	VBIEscCol129921_0137	panC	Pantoate--beta-alanine ligase (EC 6.3.2.1)	6.3.2.1	Pantoate--beta-alanine ligase	00410	beta-Alanine metabolism
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.137	b0133	VBIEscCol129921_0137	panC	Pantoate--beta-alanine ligase (EC 6.3.2.1)	6.3.2.1	Pantoate--beta-alanine ligase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.138	b0134	VBIEscCol129921_0138	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	00770	Pantothenate and CoA biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.147	b0142	VBIEscCol129921_0147	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	00790	Folate biosynthesis
511145.12	Escherichia coli str. K-12 substr. MG1655	fig|511145.12.peg.154	b0149	VBIEscCol129921_0154	mrcB	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	2.4.1.129	Peptidoglycan glycosyltransferase	00550	Peptidoglycan biosynthesis
